rho,lmbda,gamma,k,num_regions,trial,C_T,cr_q
0.1,5,0.00025,1,5,0,-0.6885283655806168,0.108
0.1,5,0.00025,1,5,1,-1.15642079423325,0.059
0.1,5,0.00025,1,5,2,-1.0922543516660563,0.048
0.1,5,0.00025,1,5,3,-1.2709314777274323,0.117
0.1,5,0.00025,1,5,4,-1.2759855159077034,0.053
0.1,5,0.00025,1,5,5,-0.8623685640953973,0.105
0.1,5,0.00025,1,5,6,-1.521433778042755,0.052
0.1,5,0.00025,1,5,7,-1.2071293616710475,0.101
0.1,5,0.00025,1,5,8,-1.3698822532041677,0.099
0.1,5,0.00025,1,5,9,-1.5553477434784913,0.06
0.1,5,0.00025,1,5,10,-0.905346290681034,0.072
0.1,5,0.00025,1,5,11,-1.99564475838745,0.054
0.1,5,0.00025,1,5,12,-1.39556256851248,0.045
0.1,5,0.00025,1,5,13,-1.1215505792132976,0.055
0.1,5,0.00025,1,5,14,-1.5127148488171618,0.065
0.1,5,0.00025,1,5,15,-1.1834705255205071,0.073
0.1,5,0.00025,1,5,16,-1.5206931838732696,0.085
0.1,5,0.00025,1,5,17,-1.3887937488522637,0.095
0.1,5,0.00025,1,5,18,-1.1744696041717828,0.063
0.1,5,0.00025,1,5,19,-1.4972978248635296,0.085
0.1,5,0.00025,1,5,20,-1.4190242278008163,0.095
0.1,5,0.00025,1,5,21,-1.5552336711691441,0.076
0.1,5,0.00025,1,5,22,-1.7463911307737108,0.052
0.1,5,0.00025,1,5,23,-1.295996198844919,0.045
0.1,5,0.00025,1,5,24,-0.912463658379001,0.11
0.1,5,0.00025,1,5,25,-0.731584949288959,0.107
0.1,5,0.00025,1,5,26,-1.021695069983229,0.082
0.1,5,0.00025,1,5,27,-1.325029307490548,0.074
0.1,5,0.00025,1,5,28,-1.3987156923138317,0.103
0.1,5,0.00025,1,5,29,-1.4137211984919924,0.077
0.1,5,0.00025,1,5,30,-0.9925070381190557,0.051
0.1,5,0.00025,1,5,31,-1.4093879029231973,0.069
0.1,5,0.00025,1,5,32,-0.8546544177986221,0.046
0.1,5,0.00025,1,5,33,-1.2711832529792981,0.07
0.1,5,0.00025,1,5,34,-1.5218614095515675,0.095
0.1,5,0.00025,1,5,35,-1.3330744375884502,0.069
0.1,5,0.00025,1,5,36,-1.2609442150525498,0.103
0.1,5,0.00025,1,5,37,-1.62657619337199,0.054
0.1,5,0.00025,1,5,38,-1.5228638100520087,0.05
0.1,5,0.00025,1,5,39,-1.608550845735591,0.099
0.1,5,0.00025,1,5,40,-1.352257419776352,0.055
0.1,5,0.00025,1,5,41,-1.4184082572884005,0.042
0.1,5,0.00025,1,5,42,-1.1373175685922496,0.064
0.1,5,0.00025,1,5,43,-1.347928330172837,0.058
0.1,5,0.00025,1,5,44,-1.124551511561959,0.11
0.1,5,0.00025,1,5,45,-1.0152582278320823,0.084
0.1,5,0.00025,1,5,46,-1.6016680016970497,0.094
0.1,5,0.00025,1,5,47,-1.1850003936616695,0.071
0.1,5,0.00025,1,5,48,-1.3898374745038218,0.064
0.1,5,0.00025,1,5,49,-1.1885733129399711,0.084
0.1,5,0.00025,1,5,50,-1.4872247630102702,0.092
0.1,5,0.00025,1,5,51,-0.8805548013061432,0.105
0.1,5,0.00025,1,5,52,-0.7674304814675481,0.047
0.1,5,0.00025,1,5,53,-1.1654465915112326,0.088
0.1,5,0.00025,1,5,54,-1.2864532166329707,0.059
0.1,5,0.00025,1,5,55,-1.0573373421546222,0.073
0.1,5,0.00025,1,5,56,-1.3711527637912775,0.098
0.1,5,0.00025,1,5,57,-1.1992379337923784,0.078
0.1,5,0.00025,1,5,58,-1.019215051021951,0.071
0.1,5,0.00025,1,5,59,-1.257934677948327,0.059
0.1,5,0.00025,1,5,60,-1.3836872193621101,0.058
0.1,5,0.00025,1,5,61,-1.595002609546075,0.08
0.1,5,0.00025,1,5,62,-1.905284280560118,0.063
0.1,5,0.00025,1,5,63,-1.3607440862568454,0.065
0.1,5,0.00025,1,5,64,-1.2930261411870065,0.079
0.1,5,0.00025,1,5,65,-1.6763339580159666,0.046
0.1,5,0.00025,1,5,66,-1.4513811861721362,0.063
0.1,5,0.00025,1,5,67,-0.784170365125102,0.071
0.1,5,0.00025,1,5,68,-1.3619810975690623,0.08
0.1,5,0.00025,1,5,69,-1.3809350084346932,0.094
0.1,5,0.00025,1,5,70,-1.1190879547477612,0.08
0.1,5,0.00025,1,5,71,-1.7787224152942755,0.094
0.1,5,0.00025,1,5,72,-1.399720633175652,0.065
0.1,5,0.00025,1,5,73,-0.3953980804656612,0.097
0.1,5,0.00025,1,5,74,-1.1227326576949355,0.057
0.1,5,0.00025,1,5,75,-0.8734419943661762,0.108
0.1,5,0.00025,1,5,76,-1.4534739410948805,0.067
0.1,5,0.00025,1,5,77,-1.0235690614816189,0.08
0.1,5,0.00025,1,5,78,-1.7547605569107183,0.081
0.1,5,0.00025,1,5,79,-1.1310474660323007,0.093
0.1,5,0.00025,1,5,80,-0.9395182087265318,0.073
0.1,5,0.00025,1,5,81,-0.9479916181260748,0.072
0.1,5,0.00025,1,5,82,-0.4115529879366997,0.095
0.1,5,0.00025,1,5,83,-1.794703114162474,0.051
0.1,5,0.00025,1,5,84,-1.5234419099831915,0.071
0.1,5,0.00025,1,5,85,-1.217400832304943,0.055
0.1,5,0.00025,1,5,86,-1.380816550099237,0.065
0.1,5,0.00025,1,5,87,-1.4602413348774037,0.045
0.1,5,0.00025,1,5,88,-0.575748516894105,0.055
0.1,5,0.00025,1,5,89,-1.66647680379159,0.116
0.1,5,0.00025,1,5,90,-0.8345003582424695,0.037
0.1,5,0.00025,1,5,91,-1.3121784798511176,0.04
0.1,5,0.00025,1,5,92,-1.489511698000296,0.094
0.1,5,0.00025,1,5,93,-1.095852105202387,0.048
0.1,5,0.00025,1,5,94,-1.3521920170982955,0.062
0.1,5,0.00025,1,5,95,-1.4535305291619027,0.086
0.1,5,0.00025,1,5,96,-1.2551101138502088,0.083
0.1,5,0.00025,1,5,97,-1.6221224054521046,0.095
0.1,5,0.00025,1,5,98,-1.7014768058389838,0.11
0.1,5,0.00025,1,5,99,-1.7714313922831104,0.091
0.1,5,0.00025,1,10,0,-0.6685173715721632,0.108
0.1,5,0.00025,1,10,1,-0.9361082347526553,0.059
0.1,5,0.00025,1,10,2,-0.7778114737761074,0.048
0.1,5,0.00025,1,10,3,-0.4916013794457564,0.117
0.1,5,0.00025,1,10,4,-0.9109298743265093,0.053
0.1,5,0.00025,1,10,5,-0.7891942649637861,0.105
0.1,5,0.00025,1,10,6,-1.0338925466343731,0.052
0.1,5,0.00025,1,10,7,-1.28596353508715,0.101
0.1,5,0.00025,1,10,8,-0.7191812472254301,0.099
0.1,5,0.00025,1,10,9,-1.0194892123249129,0.06
0.1,5,0.00025,1,10,10,-0.5774056642193004,0.072
0.1,5,0.00025,1,10,11,-0.750550885325687,0.054
0.1,5,0.00025,1,10,12,-0.7943645165877566,0.045
0.1,5,0.00025,1,10,13,-0.8919400013080656,0.055
0.1,5,0.00025,1,10,14,-0.7050468001961965,0.065
0.1,5,0.00025,1,10,15,-0.8808687121677133,0.073
0.1,5,0.00025,1,10,16,-0.7068980616258198,0.085
0.1,5,0.00025,1,10,17,-0.5162367972205957,0.095
0.1,5,0.00025,1,10,18,-0.9535245118480629,0.063
0.1,5,0.00025,1,10,19,-0.2879174692536456,0.085
0.1,5,0.00025,1,10,20,-0.6468760826143932,0.095
0.1,5,0.00025,1,10,21,-0.858676899579002,0.076
0.1,5,0.00025,1,10,22,-1.1430941600586135,0.052
0.1,5,0.00025,1,10,23,-0.6245557508610925,0.045
0.1,5,0.00025,1,10,24,-0.9814910154896481,0.11
0.1,5,0.00025,1,10,25,-1.2487894153407613,0.107
0.1,5,0.00025,1,10,26,-0.5826064565605202,0.082
0.1,5,0.00025,1,10,27,-0.9001026485717185,0.074
0.1,5,0.00025,1,10,28,-1.4701792734993535,0.103
0.1,5,0.00025,1,10,29,-0.8481626080377913,0.077
0.1,5,0.00025,1,10,30,-0.8993474361394467,0.051
0.1,5,0.00025,1,10,31,-1.0607022327044584,0.069
0.1,5,0.00025,1,10,32,-0.288677741943539,0.046
0.1,5,0.00025,1,10,33,-1.0814304113440485,0.07
0.1,5,0.00025,1,10,34,-0.9109098918199001,0.095
0.1,5,0.00025,1,10,35,-0.5666466209850408,0.069
0.1,5,0.00025,1,10,36,-1.30874499621123,0.103
0.1,5,0.00025,1,10,37,-0.8157257684178596,0.054
0.1,5,0.00025,1,10,38,-0.5869274927341415,0.05
0.1,5,0.00025,1,10,39,-0.7660982492556567,0.099
0.1,5,0.00025,1,10,40,-0.9532957034062121,0.055
0.1,5,0.00025,1,10,41,-0.8454329587921228,0.042
0.1,5,0.00025,1,10,42,-0.6218061226847283,0.064
0.1,5,0.00025,1,10,43,-1.1488848510252723,0.058
0.1,5,0.00025,1,10,44,-0.9924653974630897,0.11
0.1,5,0.00025,1,10,45,-0.49851927305551713,0.084
0.1,5,0.00025,1,10,46,-0.666335520317419,0.094
0.1,5,0.00025,1,10,47,-0.55180015146644,0.071
0.1,5,0.00025,1,10,48,-1.19451969929989,0.064
0.1,5,0.00025,1,10,49,-1.12580806559041,0.084
0.1,5,0.00025,1,10,50,-0.8479214184399261,0.092
0.1,5,0.00025,1,10,51,-0.8342724198190994,0.105
0.1,5,0.00025,1,10,52,-0.9642513809225663,0.047
0.1,5,0.00025,1,10,53,-0.370207581850295,0.088
0.1,5,0.00025,1,10,54,-0.850411467829848,0.059
0.1,5,0.00025,1,10,55,-0.8476587832521095,0.073
0.1,5,0.00025,1,10,56,-1.1387082614256312,0.098
0.1,5,0.00025,1,10,57,-0.607391010164809,0.078
0.1,5,0.00025,1,10,58,-0.8410716164425571,0.071
0.1,5,0.00025,1,10,59,-0.5054142397133008,0.059
0.1,5,0.00025,1,10,60,-0.9618753488355551,0.058
0.1,5,0.00025,1,10,61,-0.8091396497135954,0.08
0.1,5,0.00025,1,10,62,-1.0448140457057566,0.063
0.1,5,0.00025,1,10,63,-0.9064009704569093,0.065
0.1,5,0.00025,1,10,64,-0.507051819246884,0.079
0.1,5,0.00025,1,10,65,-0.7221091046839117,0.046
0.1,5,0.00025,1,10,66,-0.9946907905487044,0.063
0.1,5,0.00025,1,10,67,-0.8405620752703375,0.071
0.1,5,0.00025,1,10,68,-0.7538646235980545,0.08
0.1,5,0.00025,1,10,69,-0.9312510132281132,0.094
0.1,5,0.00025,1,10,70,-0.9241383554740816,0.08
0.1,5,0.00025,1,10,71,-0.6945713866822778,0.094
0.1,5,0.00025,1,10,72,-0.6779483463836983,0.065
0.1,5,0.00025,1,10,73,-1.026764387435535,0.097
0.1,5,0.00025,1,10,74,-0.6687298404048643,0.057
0.1,5,0.00025,1,10,75,-0.9557874544973447,0.108
0.1,5,0.00025,1,10,76,-1.0048657886841668,0.067
0.1,5,0.00025,1,10,77,-1.0632145798479735,0.08
0.1,5,0.00025,1,10,78,-0.8542218054120938,0.081
0.1,5,0.00025,1,10,79,-0.5551917851933491,0.093
0.1,5,0.00025,1,10,80,-0.6123900882433471,0.073
0.1,5,0.00025,1,10,81,-1.2129710829995028,0.072
0.1,5,0.00025,1,10,82,-1.0395776284133809,0.095
0.1,5,0.00025,1,10,83,-0.8903068083586656,0.051
0.1,5,0.00025,1,10,84,-1.231180917134991,0.071
0.1,5,0.00025,1,10,85,-0.8938472473033933,0.055
0.1,5,0.00025,1,10,86,-0.8013733291055166,0.065
0.1,5,0.00025,1,10,87,-1.0603534825504612,0.045
0.1,5,0.00025,1,10,88,-0.7502431692127279,0.055
0.1,5,0.00025,1,10,89,-0.5423572401241745,0.116
0.1,5,0.00025,1,10,90,-1.0888893387641623,0.037
0.1,5,0.00025,1,10,91,-0.9223153932168905,0.04
0.1,5,0.00025,1,10,92,-0.8934233621502413,0.094
0.1,5,0.00025,1,10,93,-1.1041712540588522,0.048
0.1,5,0.00025,1,10,94,-0.8802769484582541,0.062
0.1,5,0.00025,1,10,95,-0.556031029853433,0.086
0.1,5,0.00025,1,10,96,-1.0352032885982183,0.083
0.1,5,0.00025,1,10,97,-1.0013822338629512,0.095
0.1,5,0.00025,1,10,98,-0.7654684357821915,0.11
0.1,5,0.00025,1,10,99,-0.7997417548449264,0.091
0.1,5,0.00025,1,20,0,-0.768105374408451,0.108
0.1,5,0.00025,1,20,1,-0.5618489402378125,0.059
0.1,5,0.00025,1,20,2,-0.6503533871676357,0.048
0.1,5,0.00025,1,20,3,-0.526552924346985,0.117
0.1,5,0.00025,1,20,4,-0.6747822230960429,0.053
0.1,5,0.00025,1,20,5,-0.4298646253596853,0.105
0.1,5,0.00025,1,20,6,-0.3812744762358907,0.052
0.1,5,0.00025,1,20,7,-0.4815710842254999,0.101
0.1,5,0.00025,1,20,8,-0.4721251131863896,0.099
0.1,5,0.00025,1,20,9,-0.3735683748229917,0.06
0.1,5,0.00025,1,20,10,-0.42401776358446125,0.072
0.1,5,0.00025,1,20,11,-0.33520107658060566,0.054
0.1,5,0.00025,1,20,12,-0.4121071732235082,0.045
0.1,5,0.00025,1,20,13,-0.8177251990426995,0.055
0.1,5,0.00025,1,20,14,-0.5379117566330707,0.065
0.1,5,0.00025,1,20,15,-0.581853924527807,0.073
0.1,5,0.00025,1,20,16,-0.5449923494907684,0.085
0.1,5,0.00025,1,20,17,-0.7246042532473963,0.095
0.1,5,0.00025,1,20,18,-0.4870879884919703,0.063
0.1,5,0.00025,1,20,19,-0.6264285312933966,0.085
0.1,5,0.00025,1,20,20,-0.4193019840041752,0.095
0.1,5,0.00025,1,20,21,-0.4407874130138931,0.076
0.1,5,0.00025,1,20,22,-0.6316460837581986,0.052
0.1,5,0.00025,1,20,23,-0.8853886846730832,0.045
0.1,5,0.00025,1,20,24,-0.7883977735831769,0.11
0.1,5,0.00025,1,20,25,-0.7659733946756111,0.107
0.1,5,0.00025,1,20,26,-0.5934543048378322,0.082
0.1,5,0.00025,1,20,27,-0.6052042558538097,0.074
0.1,5,0.00025,1,20,28,-0.6772345450016357,0.103
0.1,5,0.00025,1,20,29,-0.6410633751224656,0.077
0.1,5,0.00025,1,20,30,-0.5735761379943048,0.051
0.1,5,0.00025,1,20,31,-0.5337257412978104,0.069
0.1,5,0.00025,1,20,32,-0.4813597289008015,0.046
0.1,5,0.00025,1,20,33,-0.3319769292929654,0.07
0.1,5,0.00025,1,20,34,-0.6517969181676538,0.095
0.1,5,0.00025,1,20,35,-0.5513971063307311,0.069
0.1,5,0.00025,1,20,36,-0.6857571461072621,0.103
0.1,5,0.00025,1,20,37,-0.5514262924303777,0.054
0.1,5,0.00025,1,20,38,-0.7063454385482141,0.05
0.1,5,0.00025,1,20,39,-0.5899529970667802,0.099
0.1,5,0.00025,1,20,40,-0.8286317339766466,0.055
0.1,5,0.00025,1,20,41,-0.5364049308075508,0.042
0.1,5,0.00025,1,20,42,-0.7371444271225404,0.064
0.1,5,0.00025,1,20,43,-0.5588360543912626,0.058
0.1,5,0.00025,1,20,44,-0.518393721997671,0.11
0.1,5,0.00025,1,20,45,-0.6262725731666634,0.084
0.1,5,0.00025,1,20,46,-0.630012371732391,0.094
0.1,5,0.00025,1,20,47,-0.5891199968457407,0.071
0.1,5,0.00025,1,20,48,-0.6934957813705988,0.064
0.1,5,0.00025,1,20,49,-0.36278978004541784,0.084
0.1,5,0.00025,1,20,50,-0.9012391689438088,0.092
0.1,5,0.00025,1,20,51,-0.6492525619992001,0.105
0.1,5,0.00025,1,20,52,-0.6424875065992415,0.047
0.1,5,0.00025,1,20,53,-0.5287975753822513,0.088
0.1,5,0.00025,1,20,54,-0.6520538573409376,0.059
0.1,5,0.00025,1,20,55,-0.49562887442546727,0.073
0.1,5,0.00025,1,20,56,-0.8176467298327467,0.098
0.1,5,0.00025,1,20,57,-0.5194662234311079,0.078
0.1,5,0.00025,1,20,58,-0.6440690963199571,0.071
0.1,5,0.00025,1,20,59,-0.5348980543029148,0.059
0.1,5,0.00025,1,20,60,-0.46793399262447855,0.058
0.1,5,0.00025,1,20,61,-0.47600418257528593,0.08
0.1,5,0.00025,1,20,62,-0.6881908530675463,0.063
0.1,5,0.00025,1,20,63,-0.5078022249690006,0.065
0.1,5,0.00025,1,20,64,-0.5062366113439973,0.079
0.1,5,0.00025,1,20,65,-0.42742385267763117,0.046
0.1,5,0.00025,1,20,66,-0.47094362624105834,0.063
0.1,5,0.00025,1,20,67,-0.6209390785171401,0.071
0.1,5,0.00025,1,20,68,-0.6708196068600942,0.08
0.1,5,0.00025,1,20,69,-0.7610644257502353,0.094
0.1,5,0.00025,1,20,70,-0.6257609843422974,0.08
0.1,5,0.00025,1,20,71,-0.4811264078010876,0.094
0.1,5,0.00025,1,20,72,-0.587543218344647,0.065
0.1,5,0.00025,1,20,73,-0.671091229054774,0.097
0.1,5,0.00025,1,20,74,-0.6681291853982911,0.057
0.1,5,0.00025,1,20,75,-0.4471120283103654,0.108
0.1,5,0.00025,1,20,76,-0.8125732168113425,0.067
0.1,5,0.00025,1,20,77,-0.8304845718881713,0.08
0.1,5,0.00025,1,20,78,-0.37579999885714654,0.081
0.1,5,0.00025,1,20,79,-0.8469740202860949,0.093
0.1,5,0.00025,1,20,80,-0.7471396064686122,0.073
0.1,5,0.00025,1,20,81,-0.16845494829688018,0.072
0.1,5,0.00025,1,20,82,-0.5418552819078379,0.095
0.1,5,0.00025,1,20,83,-0.796758817116657,0.051
0.1,5,0.00025,1,20,84,-0.575671051938782,0.071
0.1,5,0.00025,1,20,85,-0.45445184276276684,0.055
0.1,5,0.00025,1,20,86,-0.7005573151098743,0.065
0.1,5,0.00025,1,20,87,-0.5300028789705624,0.045
0.1,5,0.00025,1,20,88,-0.6822478492323674,0.055
0.1,5,0.00025,1,20,89,-0.5479784149009385,0.116
0.1,5,0.00025,1,20,90,-0.7720713182796513,0.037
0.1,5,0.00025,1,20,91,-0.7373789414374513,0.04
0.1,5,0.00025,1,20,92,-0.673130080674333,0.094
0.1,5,0.00025,1,20,93,-0.7015024151904983,0.048
0.1,5,0.00025,1,20,94,-0.7361335672321901,0.062
0.1,5,0.00025,1,20,95,-0.35062448712356503,0.086
0.1,5,0.00025,1,20,96,-0.47448522337232396,0.083
0.1,5,0.00025,1,20,97,-0.5388230699927565,0.095
0.1,5,0.00025,1,20,98,-0.6369178540792719,0.11
0.1,5,0.00025,1,20,99,-0.6259693485738916,0.091
0.1,5,0.00025,5,5,0,-0.6885283655806168,0.267
0.1,5,0.00025,5,5,1,-1.15642079423325,0.332
0.1,5,0.00025,5,5,2,-1.0922543516660563,0.311
0.1,5,0.00025,5,5,3,-1.2709314777274323,0.329
0.1,5,0.00025,5,5,4,-1.2759855159077034,0.274
0.1,5,0.00025,5,5,5,-0.8623685640953973,0.369
0.1,5,0.00025,5,5,6,-1.521433778042755,0.284
0.1,5,0.00025,5,5,7,-1.2071293616710475,0.395
0.1,5,0.00025,5,5,8,-1.3698822532041677,0.303
0.1,5,0.00025,5,5,9,-1.5553477434784913,0.27
0.1,5,0.00025,5,5,10,-0.905346290681034,0.37
0.1,5,0.00025,5,5,11,-1.99564475838745,0.344
0.1,5,0.00025,5,5,12,-1.39556256851248,0.268
0.1,5,0.00025,5,5,13,-1.1215505792132976,0.265
0.1,5,0.00025,5,5,14,-1.5127148488171618,0.352
0.1,5,0.00025,5,5,15,-1.1834705255205071,0.299
0.1,5,0.00025,5,5,16,-1.5206931838732696,0.335
0.1,5,0.00025,5,5,17,-1.3887937488522637,0.357
0.1,5,0.00025,5,5,18,-1.1744696041717828,0.337
0.1,5,0.00025,5,5,19,-1.4972978248635296,0.262
0.1,5,0.00025,5,5,20,-1.4190242278008163,0.336
0.1,5,0.00025,5,5,21,-1.5552336711691441,0.333
0.1,5,0.00025,5,5,22,-1.7463911307737108,0.356
0.1,5,0.00025,5,5,23,-1.295996198844919,0.309
0.1,5,0.00025,5,5,24,-0.912463658379001,0.292
0.1,5,0.00025,5,5,25,-0.731584949288959,0.312
0.1,5,0.00025,5,5,26,-1.021695069983229,0.336
0.1,5,0.00025,5,5,27,-1.325029307490548,0.329
0.1,5,0.00025,5,5,28,-1.3987156923138317,0.283
0.1,5,0.00025,5,5,29,-1.4137211984919924,0.392
0.1,5,0.00025,5,5,30,-0.9925070381190557,0.342
0.1,5,0.00025,5,5,31,-1.4093879029231973,0.278
0.1,5,0.00025,5,5,32,-0.8546544177986221,0.349
0.1,5,0.00025,5,5,33,-1.2711832529792981,0.355
0.1,5,0.00025,5,5,34,-1.5218614095515675,0.33
0.1,5,0.00025,5,5,35,-1.3330744375884502,0.3
0.1,5,0.00025,5,5,36,-1.2609442150525498,0.329
0.1,5,0.00025,5,5,37,-1.62657619337199,0.29
0.1,5,0.00025,5,5,38,-1.5228638100520087,0.259
0.1,5,0.00025,5,5,39,-1.608550845735591,0.272
0.1,5,0.00025,5,5,40,-1.352257419776352,0.345
0.1,5,0.00025,5,5,41,-1.4184082572884005,0.382
0.1,5,0.00025,5,5,42,-1.1373175685922496,0.332
0.1,5,0.00025,5,5,43,-1.347928330172837,0.316
0.1,5,0.00025,5,5,44,-1.124551511561959,0.278
0.1,5,0.00025,5,5,45,-1.0152582278320823,0.373
0.1,5,0.00025,5,5,46,-1.6016680016970497,0.342
0.1,5,0.00025,5,5,47,-1.1850003936616695,0.329
0.1,5,0.00025,5,5,48,-1.3898374745038218,0.327
0.1,5,0.00025,5,5,49,-1.1885733129399711,0.362
0.1,5,0.00025,5,5,50,-1.4872247630102702,0.327
0.1,5,0.00025,5,5,51,-0.8805548013061432,0.32
0.1,5,0.00025,5,5,52,-0.7674304814675481,0.309
0.1,5,0.00025,5,5,53,-1.1654465915112326,0.283
0.1,5,0.00025,5,5,54,-1.2864532166329707,0.397
0.1,5,0.00025,5,5,55,-1.0573373421546222,0.326
0.1,5,0.00025,5,5,56,-1.3711527637912775,0.359
0.1,5,0.00025,5,5,57,-1.1992379337923784,0.345
0.1,5,0.00025,5,5,58,-1.019215051021951,0.278
0.1,5,0.00025,5,5,59,-1.257934677948327,0.362
0.1,5,0.00025,5,5,60,-1.3836872193621101,0.278
0.1,5,0.00025,5,5,61,-1.595002609546075,0.34
0.1,5,0.00025,5,5,62,-1.905284280560118,0.323
0.1,5,0.00025,5,5,63,-1.3607440862568454,0.287
0.1,5,0.00025,5,5,64,-1.2930261411870065,0.303
0.1,5,0.00025,5,5,65,-1.6763339580159666,0.301
0.1,5,0.00025,5,5,66,-1.4513811861721362,0.35
0.1,5,0.00025,5,5,67,-0.784170365125102,0.26
0.1,5,0.00025,5,5,68,-1.3619810975690623,0.342
0.1,5,0.00025,5,5,69,-1.3809350084346932,0.27
0.1,5,0.00025,5,5,70,-1.1190879547477612,0.333
0.1,5,0.00025,5,5,71,-1.7787224152942755,0.344
0.1,5,0.00025,5,5,72,-1.399720633175652,0.308
0.1,5,0.00025,5,5,73,-0.3953980804656612,0.287
0.1,5,0.00025,5,5,74,-1.1227326576949355,0.332
0.1,5,0.00025,5,5,75,-0.8734419943661762,0.349
0.1,5,0.00025,5,5,76,-1.4534739410948805,0.338
0.1,5,0.00025,5,5,77,-1.0235690614816189,0.295
0.1,5,0.00025,5,5,78,-1.7547605569107183,0.316
0.1,5,0.00025,5,5,79,-1.1310474660323007,0.318
0.1,5,0.00025,5,5,80,-0.9395182087265318,0.327
0.1,5,0.00025,5,5,81,-0.9479916181260748,0.287
0.1,5,0.00025,5,5,82,-0.4115529879366997,0.28
0.1,5,0.00025,5,5,83,-1.794703114162474,0.292
0.1,5,0.00025,5,5,84,-1.5234419099831915,0.338
0.1,5,0.00025,5,5,85,-1.217400832304943,0.35
0.1,5,0.00025,5,5,86,-1.380816550099237,0.328
0.1,5,0.00025,5,5,87,-1.4602413348774037,0.282
0.1,5,0.00025,5,5,88,-0.575748516894105,0.338
0.1,5,0.00025,5,5,89,-1.66647680379159,0.337
0.1,5,0.00025,5,5,90,-0.8345003582424695,0.339
0.1,5,0.00025,5,5,91,-1.3121784798511176,0.278
0.1,5,0.00025,5,5,92,-1.489511698000296,0.298
0.1,5,0.00025,5,5,93,-1.095852105202387,0.295
0.1,5,0.00025,5,5,94,-1.3521920170982955,0.327
0.1,5,0.00025,5,5,95,-1.4535305291619027,0.312
0.1,5,0.00025,5,5,96,-1.2551101138502088,0.294
0.1,5,0.00025,5,5,97,-1.6221224054521046,0.324
0.1,5,0.00025,5,5,98,-1.7014768058389838,0.34
0.1,5,0.00025,5,5,99,-1.7714313922831104,0.33
0.1,5,0.00025,5,10,0,-0.6685173715721632,0.267
0.1,5,0.00025,5,10,1,-0.9361082347526553,0.332
0.1,5,0.00025,5,10,2,-0.7778114737761074,0.311
0.1,5,0.00025,5,10,3,-0.4916013794457564,0.329
0.1,5,0.00025,5,10,4,-0.9109298743265093,0.274
0.1,5,0.00025,5,10,5,-0.7891942649637861,0.369
0.1,5,0.00025,5,10,6,-1.0338925466343731,0.284
0.1,5,0.00025,5,10,7,-1.28596353508715,0.395
0.1,5,0.00025,5,10,8,-0.7191812472254301,0.303
0.1,5,0.00025,5,10,9,-1.0194892123249129,0.27
0.1,5,0.00025,5,10,10,-0.5774056642193004,0.37
0.1,5,0.00025,5,10,11,-0.750550885325687,0.344
0.1,5,0.00025,5,10,12,-0.7943645165877566,0.268
0.1,5,0.00025,5,10,13,-0.8919400013080656,0.265
0.1,5,0.00025,5,10,14,-0.7050468001961965,0.352
0.1,5,0.00025,5,10,15,-0.8808687121677133,0.299
0.1,5,0.00025,5,10,16,-0.7068980616258198,0.335
0.1,5,0.00025,5,10,17,-0.5162367972205957,0.357
0.1,5,0.00025,5,10,18,-0.9535245118480629,0.337
0.1,5,0.00025,5,10,19,-0.2879174692536456,0.262
0.1,5,0.00025,5,10,20,-0.6468760826143932,0.336
0.1,5,0.00025,5,10,21,-0.858676899579002,0.333
0.1,5,0.00025,5,10,22,-1.1430941600586135,0.356
0.1,5,0.00025,5,10,23,-0.6245557508610925,0.309
0.1,5,0.00025,5,10,24,-0.9814910154896481,0.292
0.1,5,0.00025,5,10,25,-1.2487894153407613,0.312
0.1,5,0.00025,5,10,26,-0.5826064565605202,0.336
0.1,5,0.00025,5,10,27,-0.9001026485717185,0.329
0.1,5,0.00025,5,10,28,-1.4701792734993535,0.283
0.1,5,0.00025,5,10,29,-0.8481626080377913,0.392
0.1,5,0.00025,5,10,30,-0.8993474361394467,0.342
0.1,5,0.00025,5,10,31,-1.0607022327044584,0.278
0.1,5,0.00025,5,10,32,-0.288677741943539,0.349
0.1,5,0.00025,5,10,33,-1.0814304113440485,0.355
0.1,5,0.00025,5,10,34,-0.9109098918199001,0.33
0.1,5,0.00025,5,10,35,-0.5666466209850408,0.3
0.1,5,0.00025,5,10,36,-1.30874499621123,0.329
0.1,5,0.00025,5,10,37,-0.8157257684178596,0.29
0.1,5,0.00025,5,10,38,-0.5869274927341415,0.259
0.1,5,0.00025,5,10,39,-0.7660982492556567,0.272
0.1,5,0.00025,5,10,40,-0.9532957034062121,0.345
0.1,5,0.00025,5,10,41,-0.8454329587921228,0.382
0.1,5,0.00025,5,10,42,-0.6218061226847283,0.332
0.1,5,0.00025,5,10,43,-1.1488848510252723,0.316
0.1,5,0.00025,5,10,44,-0.9924653974630897,0.278
0.1,5,0.00025,5,10,45,-0.49851927305551713,0.373
0.1,5,0.00025,5,10,46,-0.666335520317419,0.342
0.1,5,0.00025,5,10,47,-0.55180015146644,0.329
0.1,5,0.00025,5,10,48,-1.19451969929989,0.327
0.1,5,0.00025,5,10,49,-1.12580806559041,0.362
0.1,5,0.00025,5,10,50,-0.8479214184399261,0.327
0.1,5,0.00025,5,10,51,-0.8342724198190994,0.32
0.1,5,0.00025,5,10,52,-0.9642513809225663,0.309
