lmbda,k,gamma,trial,model,rho,cr,C_T
9,10,0.00025,65,mixture_model,0.8,,
9,10,0.00025,65,mixture_model,0.9,,
9,10,0.00025,65,true_distr,0.1,0.254,3.2727508619013297
9,10,0.00025,65,true_distr,0.2,0.254,3.2727508619013297
9,10,0.00025,65,true_distr,0.30000000000000004,0.254,3.2727508619013297
9,10,0.00025,65,true_distr,0.4,0.254,3.2727508619013297
9,10,0.00025,65,true_distr,0.5,0.254,3.2727508619013297
9,10,0.00025,65,true_distr,0.6,0.254,3.2727508619013297
9,10,0.00025,65,true_distr,0.7000000000000001,0.254,3.2727508619013297
9,10,0.00025,65,true_distr,0.8,0.254,3.2727508619013297
9,10,0.00025,65,true_distr,0.9,0.254,3.2727508619013297
9,10,0.00025,66,mixed_model,0.1,,
9,10,0.00025,66,mixed_model,0.2,,
9,10,0.00025,66,mixed_model,0.30000000000000004,,
9,10,0.00025,66,mixed_model,0.4,,
9,10,0.00025,66,mixed_model,0.5,,
9,10,0.00025,66,mixed_model,0.6,,
9,10,0.00025,66,mixed_model,0.7000000000000001,,
9,10,0.00025,66,mixed_model,0.8,,
9,10,0.00025,66,mixed_model,0.9,,
9,10,0.00025,66,mixture_model,0.1,,
9,10,0.00025,66,mixture_model,0.2,,
9,10,0.00025,66,mixture_model,0.30000000000000004,,
9,10,0.00025,66,mixture_model,0.4,,
9,10,0.00025,66,mixture_model,0.5,,
9,10,0.00025,66,mixture_model,0.6,,
9,10,0.00025,66,mixture_model,0.7000000000000001,,
9,10,0.00025,66,mixture_model,0.8,,
9,10,0.00025,66,mixture_model,0.9,,
9,10,0.00025,66,true_distr,0.1,0.1785,3.3475138698381977
9,10,0.00025,66,true_distr,0.2,0.1785,3.3475138698381977
9,10,0.00025,66,true_distr,0.30000000000000004,0.1785,3.3475138698381977
9,10,0.00025,66,true_distr,0.4,0.1785,3.3475138698381977
9,10,0.00025,66,true_distr,0.5,0.1785,3.3475138698381977
9,10,0.00025,66,true_distr,0.6,0.1785,3.3475138698381977
9,10,0.00025,66,true_distr,0.7000000000000001,0.1785,3.3475138698381977
9,10,0.00025,66,true_distr,0.8,0.1785,3.3475138698381977
9,10,0.00025,66,true_distr,0.9,0.1785,3.3475138698381977
9,10,0.00025,67,mixed_model,0.1,,
9,10,0.00025,67,mixed_model,0.2,,
9,10,0.00025,67,mixed_model,0.30000000000000004,,
9,10,0.00025,67,mixed_model,0.4,,
9,10,0.00025,67,mixed_model,0.5,,
9,10,0.00025,67,mixed_model,0.6,,
9,10,0.00025,67,mixed_model,0.7000000000000001,,
9,10,0.00025,67,mixed_model,0.8,,
9,10,0.00025,67,mixed_model,0.9,,
9,10,0.00025,67,mixture_model,0.1,,
9,10,0.00025,67,mixture_model,0.2,,
9,10,0.00025,67,mixture_model,0.30000000000000004,,
9,10,0.00025,67,mixture_model,0.4,,
9,10,0.00025,67,mixture_model,0.5,,
9,10,0.00025,67,mixture_model,0.6,,
9,10,0.00025,67,mixture_model,0.7000000000000001,,
9,10,0.00025,67,mixture_model,0.8,,
9,10,0.00025,67,mixture_model,0.9,,
9,10,0.00025,67,true_distr,0.1,0.219,3.592816968807646
9,10,0.00025,67,true_distr,0.2,0.219,3.592816968807646
9,10,0.00025,67,true_distr,0.30000000000000004,0.219,3.592816968807646
9,10,0.00025,67,true_distr,0.4,0.219,3.592816968807646
9,10,0.00025,67,true_distr,0.5,0.219,3.592816968807646
9,10,0.00025,67,true_distr,0.6,0.219,3.592816968807646
9,10,0.00025,67,true_distr,0.7000000000000001,0.219,3.592816968807646
9,10,0.00025,67,true_distr,0.8,0.219,3.592816968807646
9,10,0.00025,67,true_distr,0.9,0.219,3.592816968807646
9,10,0.00025,68,mixed_model,0.1,,
9,10,0.00025,68,mixed_model,0.2,,
9,10,0.00025,68,mixed_model,0.30000000000000004,,
9,10,0.00025,68,mixed_model,0.4,,
9,10,0.00025,68,mixed_model,0.5,,
9,10,0.00025,68,mixed_model,0.6,,
9,10,0.00025,68,mixed_model,0.7000000000000001,,
9,10,0.00025,68,mixed_model,0.8,,
9,10,0.00025,68,mixed_model,0.9,,
9,10,0.00025,68,mixture_model,0.1,,
9,10,0.00025,68,mixture_model,0.2,,
9,10,0.00025,68,mixture_model,0.30000000000000004,,
9,10,0.00025,68,mixture_model,0.4,,
9,10,0.00025,68,mixture_model,0.5,,
9,10,0.00025,68,mixture_model,0.6,,
9,10,0.00025,68,mixture_model,0.7000000000000001,,
9,10,0.00025,68,mixture_model,0.8,,
9,10,0.00025,68,mixture_model,0.9,,
9,10,0.00025,68,true_distr,0.1,0.2435,2.4478978055751344
9,10,0.00025,68,true_distr,0.2,0.2435,2.4478978055751344
9,10,0.00025,68,true_distr,0.30000000000000004,0.2435,2.4478978055751344
9,10,0.00025,68,true_distr,0.4,0.2435,2.4478978055751344
9,10,0.00025,68,true_distr,0.5,0.2435,2.4478978055751344
9,10,0.00025,68,true_distr,0.6,0.2435,2.4478978055751344
9,10,0.00025,68,true_distr,0.7000000000000001,0.2435,2.4478978055751344
9,10,0.00025,68,true_distr,0.8,0.2435,2.4478978055751344
9,10,0.00025,68,true_distr,0.9,0.2435,2.4478978055751344
9,10,0.00025,69,mixed_model,0.1,,
9,10,0.00025,69,mixed_model,0.2,,
9,10,0.00025,69,mixed_model,0.30000000000000004,,
9,10,0.00025,69,mixed_model,0.4,,
9,10,0.00025,69,mixed_model,0.5,,
9,10,0.00025,69,mixed_model,0.6,,
9,10,0.00025,69,mixed_model,0.7000000000000001,,
9,10,0.00025,69,mixed_model,0.8,,
9,10,0.00025,69,mixed_model,0.9,,
9,10,0.00025,69,mixture_model,0.1,,
9,10,0.00025,69,mixture_model,0.2,,
9,10,0.00025,69,mixture_model,0.30000000000000004,,
9,10,0.00025,69,mixture_model,0.4,,
9,10,0.00025,69,mixture_model,0.5,,
9,10,0.00025,69,mixture_model,0.6,,
9,10,0.00025,69,mixture_model,0.7000000000000001,,
9,10,0.00025,69,mixture_model,0.8,,
9,10,0.00025,69,mixture_model,0.9,,
9,10,0.00025,69,true_distr,0.1,0.2415,3.855193031753634
9,10,0.00025,69,true_distr,0.2,0.2415,3.855193031753634
9,10,0.00025,69,true_distr,0.30000000000000004,0.2415,3.855193031753634
9,10,0.00025,69,true_distr,0.4,0.2415,3.855193031753634
9,10,0.00025,69,true_distr,0.5,0.2415,3.855193031753634
9,10,0.00025,69,true_distr,0.6,0.2415,3.855193031753634
9,10,0.00025,69,true_distr,0.7000000000000001,0.2415,3.855193031753634
9,10,0.00025,69,true_distr,0.8,0.2415,3.855193031753634
9,10,0.00025,69,true_distr,0.9,0.2415,3.855193031753634
9,10,0.00025,70,mixed_model,0.1,,
9,10,0.00025,70,mixed_model,0.2,,
9,10,0.00025,70,mixed_model,0.30000000000000004,,
9,10,0.00025,70,mixed_model,0.4,,
9,10,0.00025,70,mixed_model,0.5,,
9,10,0.00025,70,mixed_model,0.6,,
9,10,0.00025,70,mixed_model,0.7000000000000001,,
9,10,0.00025,70,mixed_model,0.8,,
9,10,0.00025,70,mixed_model,0.9,,
9,10,0.00025,70,mixture_model,0.1,,
9,10,0.00025,70,mixture_model,0.2,,
9,10,0.00025,70,mixture_model,0.30000000000000004,,
9,10,0.00025,70,mixture_model,0.4,,
9,10,0.00025,70,mixture_model,0.5,,
9,10,0.00025,70,mixture_model,0.6,,
9,10,0.00025,70,mixture_model,0.7000000000000001,,
9,10,0.00025,70,mixture_model,0.8,,
9,10,0.00025,70,mixture_model,0.9,,
9,10,0.00025,70,true_distr,0.1,0.235,3.1633313528493074
9,10,0.00025,70,true_distr,0.2,0.235,3.1633313528493074
9,10,0.00025,70,true_distr,0.30000000000000004,0.235,3.1633313528493074
9,10,0.00025,70,true_distr,0.4,0.235,3.1633313528493074
9,10,0.00025,70,true_distr,0.5,0.235,3.1633313528493074
9,10,0.00025,70,true_distr,0.6,0.235,3.1633313528493074
9,10,0.00025,70,true_distr,0.7000000000000001,0.235,3.1633313528493074
9,10,0.00025,70,true_distr,0.8,0.235,3.1633313528493074
9,10,0.00025,70,true_distr,0.9,0.235,3.1633313528493074
9,10,0.00025,71,mixed_model,0.1,,
9,10,0.00025,71,mixed_model,0.2,,
9,10,0.00025,71,mixed_model,0.30000000000000004,,
9,10,0.00025,71,mixed_model,0.4,,
9,10,0.00025,71,mixed_model,0.5,,
9,10,0.00025,71,mixed_model,0.6,,
9,10,0.00025,71,mixed_model,0.7000000000000001,,
9,10,0.00025,71,mixed_model,0.8,,
9,10,0.00025,71,mixed_model,0.9,,
9,10,0.00025,71,mixture_model,0.1,,
9,10,0.00025,71,mixture_model,0.2,,
9,10,0.00025,71,mixture_model,0.30000000000000004,,
9,10,0.00025,71,mixture_model,0.4,,
9,10,0.00025,71,mixture_model,0.5,,
9,10,0.00025,71,mixture_model,0.6,,
9,10,0.00025,71,mixture_model,0.7000000000000001,,
9,10,0.00025,71,mixture_model,0.8,,
9,10,0.00025,71,mixture_model,0.9,,
9,10,0.00025,71,true_distr,0.1,0.2305,3.6045819423918397
9,10,0.00025,71,true_distr,0.2,0.2305,3.6045819423918397
9,10,0.00025,71,true_distr,0.30000000000000004,0.2305,3.6045819423918397
9,10,0.00025,71,true_distr,0.4,0.2305,3.6045819423918397
9,10,0.00025,71,true_distr,0.5,0.2305,3.6045819423918397
9,10,0.00025,71,true_distr,0.6,0.2305,3.6045819423918397
9,10,0.00025,71,true_distr,0.7000000000000001,0.2305,3.6045819423918397
9,10,0.00025,71,true_distr,0.8,0.2305,3.6045819423918397
9,10,0.00025,71,true_distr,0.9,0.2305,3.6045819423918397
9,10,0.00025,72,mixed_model,0.1,,
9,10,0.00025,72,mixed_model,0.2,,
9,10,0.00025,72,mixed_model,0.30000000000000004,,
9,10,0.00025,72,mixed_model,0.4,,
9,10,0.00025,72,mixed_model,0.5,,
9,10,0.00025,72,mixed_model,0.6,,
9,10,0.00025,72,mixed_model,0.7000000000000001,,
9,10,0.00025,72,mixed_model,0.8,,
9,10,0.00025,72,mixed_model,0.9,,
9,10,0.00025,72,mixture_model,0.1,,
9,10,0.00025,72,mixture_model,0.2,,
9,10,0.00025,72,mixture_model,0.30000000000000004,,
9,10,0.00025,72,mixture_model,0.4,,
9,10,0.00025,72,mixture_model,0.5,,
9,10,0.00025,72,mixture_model,0.6,,
9,10,0.00025,72,mixture_model,0.7000000000000001,,
9,10,0.00025,72,mixture_model,0.8,,
9,10,0.00025,72,mixture_model,0.9,,
9,10,0.00025,72,true_distr,0.1,0.2145,3.2632593443822953
9,10,0.00025,72,true_distr,0.2,0.2145,3.2632593443822953
9,10,0.00025,72,true_distr,0.30000000000000004,0.2145,3.2632593443822953
9,10,0.00025,72,true_distr,0.4,0.2145,3.2632593443822953
9,10,0.00025,72,true_distr,0.5,0.2145,3.2632593443822953
9,10,0.00025,72,true_distr,0.6,0.2145,3.2632593443822953
9,10,0.00025,72,true_distr,0.7000000000000001,0.2145,3.2632593443822953
9,10,0.00025,72,true_distr,0.8,0.2145,3.2632593443822953
9,10,0.00025,72,true_distr,0.9,0.2145,3.2632593443822953
9,10,0.00025,73,mixed_model,0.1,,
9,10,0.00025,73,mixed_model,0.2,,
9,10,0.00025,73,mixed_model,0.30000000000000004,,
9,10,0.00025,73,mixed_model,0.4,,
9,10,0.00025,73,mixed_model,0.5,,
9,10,0.00025,73,mixed_model,0.6,,
9,10,0.00025,73,mixed_model,0.7000000000000001,,
9,10,0.00025,73,mixed_model,0.8,,
9,10,0.00025,73,mixed_model,0.9,,
9,10,0.00025,73,mixture_model,0.1,,
9,10,0.00025,73,mixture_model,0.2,,
9,10,0.00025,73,mixture_model,0.30000000000000004,,
9,10,0.00025,73,mixture_model,0.4,,
9,10,0.00025,73,mixture_model,0.5,,
9,10,0.00025,73,mixture_model,0.6,,
9,10,0.00025,73,mixture_model,0.7000000000000001,,
9,10,0.00025,73,mixture_model,0.8,,
9,10,0.00025,73,mixture_model,0.9,,
9,10,0.00025,73,true_distr,0.1,0.2325,3.0652943948771108
9,10,0.00025,73,true_distr,0.2,0.2325,3.0652943948771108
9,10,0.00025,73,true_distr,0.30000000000000004,0.2325,3.0652943948771108
9,10,0.00025,73,true_distr,0.4,0.2325,3.0652943948771108
9,10,0.00025,73,true_distr,0.5,0.2325,3.0652943948771108
9,10,0.00025,73,true_distr,0.6,0.2325,3.0652943948771108
9,10,0.00025,73,true_distr,0.7000000000000001,0.2325,3.0652943948771108
9,10,0.00025,73,true_distr,0.8,0.2325,3.0652943948771108
9,10,0.00025,73,true_distr,0.9,0.2325,3.0652943948771108
9,10,0.00025,74,mixed_model,0.1,,
9,10,0.00025,74,mixed_model,0.2,,
9,10,0.00025,74,mixed_model,0.30000000000000004,,
9,10,0.00025,74,mixed_model,0.4,,
9,10,0.00025,74,mixed_model,0.5,,
9,10,0.00025,74,mixed_model,0.6,,
9,10,0.00025,74,mixed_model,0.7000000000000001,,
9,10,0.00025,74,mixed_model,0.8,,
9,10,0.00025,74,mixed_model,0.9,,
9,10,0.00025,74,mixture_model,0.1,,
9,10,0.00025,74,mixture_model,0.2,,
9,10,0.00025,74,mixture_model,0.30000000000000004,,
9,10,0.00025,74,mixture_model,0.4,,
9,10,0.00025,74,mixture_model,0.5,,
9,10,0.00025,74,mixture_model,0.6,,
9,10,0.00025,74,mixture_model,0.7000000000000001,,
9,10,0.00025,74,mixture_model,0.8,,
9,10,0.00025,74,mixture_model,0.9,,
9,10,0.00025,74,true_distr,0.1,0.2255,3.5544249141907773
9,10,0.00025,74,true_distr,0.2,0.2255,3.5544249141907773
9,10,0.00025,74,true_distr,0.30000000000000004,0.2255,3.5544249141907773
9,10,0.00025,74,true_distr,0.4,0.2255,3.5544249141907773
9,10,0.00025,74,true_distr,0.5,0.2255,3.5544249141907773
9,10,0.00025,74,true_distr,0.6,0.2255,3.5544249141907773
9,10,0.00025,74,true_distr,0.7000000000000001,0.2255,3.5544249141907773
9,10,0.00025,74,true_distr,0.8,0.2255,3.5544249141907773
9,10,0.00025,74,true_distr,0.9,0.2255,3.5544249141907773
9,10,0.00025,75,mixed_model,0.1,,
9,10,0.00025,75,mixed_model,0.2,,
9,10,0.00025,75,mixed_model,0.30000000000000004,,
9,10,0.00025,75,mixed_model,0.4,,
9,10,0.00025,75,mixed_model,0.5,,
9,10,0.00025,75,mixed_model,0.6,,
9,10,0.00025,75,mixed_model,0.7000000000000001,,
9,10,0.00025,75,mixed_model,0.8,,
9,10,0.00025,75,mixed_model,0.9,,
9,10,0.00025,75,mixture_model,0.1,,
9,10,0.00025,75,mixture_model,0.2,,
9,10,0.00025,75,mixture_model,0.30000000000000004,,
9,10,0.00025,75,mixture_model,0.4,,
9,10,0.00025,75,mixture_model,0.5,,
9,10,0.00025,75,mixture_model,0.6,,
9,10,0.00025,75,mixture_model,0.7000000000000001,,
9,10,0.00025,75,mixture_model,0.8,,
9,10,0.00025,75,mixture_model,0.9,,
9,10,0.00025,75,true_distr,0.1,0.2415,2.3566675995659097
9,10,0.00025,75,true_distr,0.2,0.2415,2.3566675995659097
9,10,0.00025,75,true_distr,0.30000000000000004,0.2415,2.3566675995659097
9,10,0.00025,75,true_distr,0.4,0.2415,2.3566675995659097
9,10,0.00025,75,true_distr,0.5,0.2415,2.3566675995659097
9,10,0.00025,75,true_distr,0.6,0.2415,2.3566675995659097
9,10,0.00025,75,true_distr,0.7000000000000001,0.2415,2.3566675995659097
9,10,0.00025,75,true_distr,0.8,0.2415,2.3566675995659097
9,10,0.00025,75,true_distr,0.9,0.2415,2.3566675995659097
9,10,0.00025,76,mixed_model,0.1,,
9,10,0.00025,76,mixed_model,0.2,,
9,10,0.00025,76,mixed_model,0.30000000000000004,,
9,10,0.00025,76,mixed_model,0.4,,
9,10,0.00025,76,mixed_model,0.5,,
9,10,0.00025,76,mixed_model,0.6,,
9,10,0.00025,76,mixed_model,0.7000000000000001,,
9,10,0.00025,76,mixed_model,0.8,,
9,10,0.00025,76,mixed_model,0.9,,
9,10,0.00025,76,mixture_model,0.1,,
9,10,0.00025,76,mixture_model,0.2,,
9,10,0.00025,76,mixture_model,0.30000000000000004,,
9,10,0.00025,76,mixture_model,0.4,,
9,10,0.00025,76,mixture_model,0.5,,
9,10,0.00025,76,mixture_model,0.6,,
9,10,0.00025,76,mixture_model,0.7000000000000001,,
9,10,0.00025,76,mixture_model,0.8,,
9,10,0.00025,76,mixture_model,0.9,,
9,10,0.00025,76,true_distr,0.1,0.221,2.8246570840805125
9,10,0.00025,76,true_distr,0.2,0.221,2.8246570840805125
9,10,0.00025,76,true_distr,0.30000000000000004,0.221,2.8246570840805125
9,10,0.00025,76,true_distr,0.4,0.221,2.8246570840805125
9,10,0.00025,76,true_distr,0.5,0.221,2.8246570840805125
9,10,0.00025,76,true_distr,0.6,0.221,2.8246570840805125
9,10,0.00025,76,true_distr,0.7000000000000001,0.221,2.8246570840805125
9,10,0.00025,76,true_distr,0.8,0.221,2.8246570840805125
9,10,0.00025,76,true_distr,0.9,0.221,2.8246570840805125
9,10,0.00025,77,mixed_model,0.1,,
9,10,0.00025,77,mixed_model,0.2,,
9,10,0.00025,77,mixed_model,0.30000000000000004,,
9,10,0.00025,77,mixed_model,0.4,,
9,10,0.00025,77,mixed_model,0.5,,
9,10,0.00025,77,mixed_model,0.6,,
9,10,0.00025,77,mixed_model,0.7000000000000001,,
9,10,0.00025,77,mixed_model,0.8,,
9,10,0.00025,77,mixed_model,0.9,,
9,10,0.00025,77,mixture_model,0.1,,
9,10,0.00025,77,mixture_model,0.2,,
9,10,0.00025,77,mixture_model,0.30000000000000004,,
9,10,0.00025,77,mixture_model,0.4,,
9,10,0.00025,77,mixture_model,0.5,,
9,10,0.00025,77,mixture_model,0.6,,
9,10,0.00025,77,mixture_model,0.7000000000000001,,
9,10,0.00025,77,mixture_model,0.8,,
9,10,0.00025,77,mixture_model,0.9,,
9,10,0.00025,77,true_distr,0.1,0.1875,3.4767894075204873
9,10,0.00025,77,true_distr,0.2,0.1875,3.4767894075204873
9,10,0.00025,77,true_distr,0.30000000000000004,0.1875,3.4767894075204873
9,10,0.00025,77,true_distr,0.4,0.1875,3.4767894075204873
9,10,0.00025,77,true_distr,0.5,0.1875,3.4767894075204873
9,10,0.00025,77,true_distr,0.6,0.1875,3.4767894075204873
9,10,0.00025,77,true_distr,0.7000000000000001,0.1875,3.4767894075204873
9,10,0.00025,77,true_distr,0.8,0.1875,3.4767894075204873
9,10,0.00025,77,true_distr,0.9,0.1875,3.4767894075204873
9,10,0.00025,78,mixed_model,0.1,,
9,10,0.00025,78,mixed_model,0.2,,
9,10,0.00025,78,mixed_model,0.30000000000000004,,
9,10,0.00025,78,mixed_model,0.4,,
9,10,0.00025,78,mixed_model,0.5,,
9,10,0.00025,78,mixed_model,0.6,,
9,10,0.00025,78,mixed_model,0.7000000000000001,,
9,10,0.00025,78,mixed_model,0.8,,
9,10,0.00025,78,mixed_model,0.9,,
9,10,0.00025,78,mixture_model,0.1,,
9,10,0.00025,78,mixture_model,0.2,,
9,10,0.00025,78,mixture_model,0.30000000000000004,,
9,10,0.00025,78,mixture_model,0.4,,
9,10,0.00025,78,mixture_model,0.5,,
9,10,0.00025,78,mixture_model,0.6,,
9,10,0.00025,78,mixture_model,0.7000000000000001,,
9,10,0.00025,78,mixture_model,0.8,,
9,10,0.00025,78,mixture_model,0.9,,
9,10,0.00025,78,true_distr,0.1,0.2255,2.8741340383741942
9,10,0.00025,78,true_distr,0.2,0.2255,2.8741340383741942
9,10,0.00025,78,true_distr,0.30000000000000004,0.2255,2.8741340383741942
9,10,0.00025,78,true_distr,0.4,0.2255,2.8741340383741942
9,10,0.00025,78,true_distr,0.5,0.2255,2.8741340383741942
9,10,0.00025,78,true_distr,0.6,0.2255,2.8741340383741942
9,10,0.00025,78,true_distr,0.7000000000000001,0.2255,2.8741340383741942
9,10,0.00025,78,true_distr,0.8,0.2255,2.8741340383741942
9,10,0.00025,78,true_distr,0.9,0.2255,2.8741340383741942
9,10,0.00025,79,mixed_model,0.1,,
9,10,0.00025,79,mixed_model,0.2,,
9,10,0.00025,79,mixed_model,0.30000000000000004,,
9,10,0.00025,79,mixed_model,0.4,,
9,10,0.00025,79,mixed_model,0.5,,
9,10,0.00025,79,mixed_model,0.6,,
9,10,0.00025,79,mixed_model,0.7000000000000001,,
9,10,0.00025,79,mixed_model,0.8,,
9,10,0.00025,79,mixed_model,0.9,,
9,10,0.00025,79,mixture_model,0.1,,
9,10,0.00025,79,mixture_model,0.2,,
9,10,0.00025,79,mixture_model,0.30000000000000004,,
9,10,0.00025,79,mixture_model,0.4,,
9,10,0.00025,79,mixture_model,0.5,,
9,10,0.00025,79,mixture_model,0.6,,
9,10,0.00025,79,mixture_model,0.7000000000000001,,
9,10,0.00025,79,mixture_model,0.8,,
9,10,0.00025,79,mixture_model,0.9,,
9,10,0.00025,79,true_distr,0.1,0.2125,3.4038989020794217
9,10,0.00025,79,true_distr,0.2,0.2125,3.4038989020794217
9,10,0.00025,79,true_distr,0.30000000000000004,0.2125,3.4038989020794217
9,10,0.00025,79,true_distr,0.4,0.2125,3.4038989020794217
9,10,0.00025,79,true_distr,0.5,0.2125,3.4038989020794217
9,10,0.00025,79,true_distr,0.6,0.2125,3.4038989020794217
9,10,0.00025,79,true_distr,0.7000000000000001,0.2125,3.4038989020794217
9,10,0.00025,79,true_distr,0.8,0.2125,3.4038989020794217
9,10,0.00025,79,true_distr,0.9,0.2125,3.4038989020794217
9,10,0.00025,80,mixed_model,0.1,,
9,10,0.00025,80,mixed_model,0.2,,
9,10,0.00025,80,mixed_model,0.30000000000000004,,
9,10,0.00025,80,mixed_model,0.4,,
9,10,0.00025,80,mixed_model,0.5,,
9,10,0.00025,80,mixed_model,0.6,,
9,10,0.00025,80,mixed_model,0.7000000000000001,,
9,10,0.00025,80,mixed_model,0.8,,
9,10,0.00025,80,mixed_model,0.9,,
9,10,0.00025,80,mixture_model,0.1,,
9,10,0.00025,80,mixture_model,0.2,,
9,10,0.00025,80,mixture_model,0.30000000000000004,,
9,10,0.00025,80,mixture_model,0.4,,
9,10,0.00025,80,mixture_model,0.5,,
9,10,0.00025,80,mixture_model,0.6,,
9,10,0.00025,80,mixture_model,0.7000000000000001,,
9,10,0.00025,80,mixture_model,0.8,,
9,10,0.00025,80,mixture_model,0.9,,
9,10,0.00025,80,true_distr,0.1,0.25,2.8512189245020294
9,10,0.00025,80,true_distr,0.2,0.25,2.8512189245020294
9,10,0.00025,80,true_distr,0.30000000000000004,0.25,2.8512189245020294
9,10,0.00025,80,true_distr,0.4,0.25,2.8512189245020294
9,10,0.00025,80,true_distr,0.5,0.25,2.8512189245020294
9,10,0.00025,80,true_distr,0.6,0.25,2.8512189245020294
9,10,0.00025,80,true_distr,0.7000000000000001,0.25,2.8512189245020294
9,10,0.00025,80,true_distr,0.8,0.25,2.8512189245020294
9,10,0.00025,80,true_distr,0.9,0.25,2.8512189245020294
9,10,0.00025,81,mixed_model,0.1,,
9,10,0.00025,81,mixed_model,0.2,,
9,10,0.00025,81,mixed_model,0.30000000000000004,,
9,10,0.00025,81,mixed_model,0.4,,
9,10,0.00025,81,mixed_model,0.5,,
9,10,0.00025,81,mixed_model,0.6,,
9,10,0.00025,81,mixed_model,0.7000000000000001,,
9,10,0.00025,81,mixed_model,0.8,,
9,10,0.00025,81,mixed_model,0.9,,
9,10,0.00025,81,mixture_model,0.1,,
9,10,0.00025,81,mixture_model,0.2,,
9,10,0.00025,81,mixture_model,0.30000000000000004,,
9,10,0.00025,81,mixture_model,0.4,,
9,10,0.00025,81,mixture_model,0.5,,
9,10,0.00025,81,mixture_model,0.6,,
9,10,0.00025,81,mixture_model,0.7000000000000001,,
9,10,0.00025,81,mixture_model,0.8,,
9,10,0.00025,81,mixture_model,0.9,,
9,10,0.00025,81,true_distr,0.1,0.2345,2.6418097591614518
9,10,0.00025,81,true_distr,0.2,0.2345,2.6418097591614518
9,10,0.00025,81,true_distr,0.30000000000000004,0.2345,2.6418097591614518
9,10,0.00025,81,true_distr,0.4,0.2345,2.6418097591614518
9,10,0.00025,81,true_distr,0.5,0.2345,2.6418097591614518
9,10,0.00025,81,true_distr,0.6,0.2345,2.6418097591614518
9,10,0.00025,81,true_distr,0.7000000000000001,0.2345,2.6418097591614518
9,10,0.00025,81,true_distr,0.8,0.2345,2.6418097591614518
9,10,0.00025,81,true_distr,0.9,0.2345,2.6418097591614518
9,10,0.00025,82,mixed_model,0.1,,
9,10,0.00025,82,mixed_model,0.2,,
9,10,0.00025,82,mixed_model,0.30000000000000004,,
9,10,0.00025,82,mixed_model,0.4,,
9,10,0.00025,82,mixed_model,0.5,,
9,10,0.00025,82,mixed_model,0.6,,
9,10,0.00025,82,mixed_model,0.7000000000000001,,
9,10,0.00025,82,mixed_model,0.8,,
9,10,0.00025,82,mixed_model,0.9,,
9,10,0.00025,82,mixture_model,0.1,,
9,10,0.00025,82,mixture_model,0.2,,
9,10,0.00025,82,mixture_model,0.30000000000000004,,
9,10,0.00025,82,mixture_model,0.4,,
9,10,0.00025,82,mixture_model,0.5,,
9,10,0.00025,82,mixture_model,0.6,,
9,10,0.00025,82,mixture_model,0.7000000000000001,,
9,10,0.00025,82,mixture_model,0.8,,
9,10,0.00025,82,mixture_model,0.9,,
9,10,0.00025,82,true_distr,0.1,0.226,3.202674254664585
9,10,0.00025,82,true_distr,0.2,0.226,3.202674254664585
9,10,0.00025,82,true_distr,0.30000000000000004,0.226,3.202674254664585
9,10,0.00025,82,true_distr,0.4,0.226,3.202674254664585
9,10,0.00025,82,true_distr,0.5,0.226,3.202674254664585
9,10,0.00025,82,true_distr,0.6,0.226,3.202674254664585
9,10,0.00025,82,true_distr,0.7000000000000001,0.226,3.202674254664585
9,10,0.00025,82,true_distr,0.8,0.226,3.202674254664585
9,10,0.00025,82,true_distr,0.9,0.226,3.202674254664585
9,10,0.00025,83,mixed_model,0.1,,
9,10,0.00025,83,mixed_model,0.2,,
9,10,0.00025,83,mixed_model,0.30000000000000004,,
9,10,0.00025,83,mixed_model,0.4,,
9,10,0.00025,83,mixed_model,0.5,,
9,10,0.00025,83,mixed_model,0.6,,
9,10,0.00025,83,mixed_model,0.7000000000000001,,
9,10,0.00025,83,mixed_model,0.8,,
9,10,0.00025,83,mixed_model,0.9,,
9,10,0.00025,83,mixture_model,0.1,,
9,10,0.00025,83,mixture_model,0.2,,
9,10,0.00025,83,mixture_model,0.30000000000000004,,
9,10,0.00025,83,mixture_model,0.4,,
9,10,0.00025,83,mixture_model,0.5,,
9,10,0.00025,83,mixture_model,0.6,,
9,10,0.00025,83,mixture_model,0.7000000000000001,,
9,10,0.00025,83,mixture_model,0.8,,
9,10,0.00025,83,mixture_model,0.9,,
9,10,0.00025,83,true_distr,0.1,0.258,2.9610205281299264
9,10,0.00025,83,true_distr,0.2,0.258,2.9610205281299264
9,10,0.00025,83,true_distr,0.30000000000000004,0.258,2.9610205281299264
9,10,0.00025,83,true_distr,0.4,0.258,2.9610205281299264
9,10,0.00025,83,true_distr,0.5,0.258,2.9610205281299264
9,10,0.00025,83,true_distr,0.6,0.258,2.9610205281299264
9,10,0.00025,83,true_distr,0.7000000000000001,0.258,2.9610205281299264
9,10,0.00025,83,true_distr,0.8,0.258,2.9610205281299264
9,10,0.00025,83,true_distr,0.9,0.258,2.9610205281299264
9,10,0.00025,84,mixed_model,0.1,,
9,10,0.00025,84,mixed_model,0.2,,
9,10,0.00025,84,mixed_model,0.30000000000000004,,
9,10,0.00025,84,mixed_model,0.4,,
9,10,0.00025,84,mixed_model,0.5,,
9,10,0.00025,84,mixed_model,0.6,,
9,10,0.00025,84,mixed_model,0.7000000000000001,,
9,10,0.00025,84,mixed_model,0.8,,
