lmbda,k,gamma,trial,model,rho,cr,C_T
7,15,0.00025,28,mixture_model,0.4,,
7,15,0.00025,28,mixture_model,0.5,,
7,15,0.00025,28,mixture_model,0.6,,
7,15,0.00025,28,mixture_model,0.7000000000000001,,
7,15,0.00025,28,mixture_model,0.8,,
7,15,0.00025,28,mixture_model,0.9,,
7,15,0.00025,28,true_distr,0.1,0.522,3.407466470435309
7,15,0.00025,28,true_distr,0.2,0.522,3.407466470435309
7,15,0.00025,28,true_distr,0.30000000000000004,0.522,3.407466470435309
7,15,0.00025,28,true_distr,0.4,0.522,3.407466470435309
7,15,0.00025,28,true_distr,0.5,0.522,3.407466470435309
7,15,0.00025,28,true_distr,0.6,0.522,3.407466470435309
7,15,0.00025,28,true_distr,0.7000000000000001,0.522,3.407466470435309
7,15,0.00025,28,true_distr,0.8,0.522,3.407466470435309
7,15,0.00025,28,true_distr,0.9,0.522,3.407466470435309
7,15,0.00025,29,mixed_model,0.1,,
7,15,0.00025,29,mixed_model,0.2,,
7,15,0.00025,29,mixed_model,0.30000000000000004,,
7,15,0.00025,29,mixed_model,0.4,,
7,15,0.00025,29,mixed_model,0.5,,
7,15,0.00025,29,mixed_model,0.6,,
7,15,0.00025,29,mixed_model,0.7000000000000001,,
7,15,0.00025,29,mixed_model,0.8,,
7,15,0.00025,29,mixed_model,0.9,,
7,15,0.00025,29,mixture_model,0.1,,
7,15,0.00025,29,mixture_model,0.2,,
7,15,0.00025,29,mixture_model,0.30000000000000004,,
7,15,0.00025,29,mixture_model,0.4,,
7,15,0.00025,29,mixture_model,0.5,,
7,15,0.00025,29,mixture_model,0.6,,
7,15,0.00025,29,mixture_model,0.7000000000000001,,
7,15,0.00025,29,mixture_model,0.8,,
7,15,0.00025,29,mixture_model,0.9,,
7,15,0.00025,29,true_distr,0.1,0.5345,2.669601230995801
7,15,0.00025,29,true_distr,0.2,0.5345,2.669601230995801
7,15,0.00025,29,true_distr,0.30000000000000004,0.5345,2.669601230995801
7,15,0.00025,29,true_distr,0.4,0.5345,2.669601230995801
7,15,0.00025,29,true_distr,0.5,0.5345,2.669601230995801
7,15,0.00025,29,true_distr,0.6,0.5345,2.669601230995801
7,15,0.00025,29,true_distr,0.7000000000000001,0.5345,2.669601230995801
7,15,0.00025,29,true_distr,0.8,0.5345,2.669601230995801
7,15,0.00025,29,true_distr,0.9,0.5345,2.669601230995801
7,15,0.00025,30,mixed_model,0.1,,
7,15,0.00025,30,mixed_model,0.2,,
7,15,0.00025,30,mixed_model,0.30000000000000004,,
7,15,0.00025,30,mixed_model,0.4,,
7,15,0.00025,30,mixed_model,0.5,,
7,15,0.00025,30,mixed_model,0.6,,
7,15,0.00025,30,mixed_model,0.7000000000000001,,
7,15,0.00025,30,mixed_model,0.8,,
7,15,0.00025,30,mixed_model,0.9,,
7,15,0.00025,30,mixture_model,0.1,,
7,15,0.00025,30,mixture_model,0.2,,
7,15,0.00025,30,mixture_model,0.30000000000000004,,
7,15,0.00025,30,mixture_model,0.4,,
7,15,0.00025,30,mixture_model,0.5,,
7,15,0.00025,30,mixture_model,0.6,,
7,15,0.00025,30,mixture_model,0.7000000000000001,,
7,15,0.00025,30,mixture_model,0.8,,
7,15,0.00025,30,mixture_model,0.9,,
7,15,0.00025,30,true_distr,0.1,0.531,3.1576791361065717
7,15,0.00025,30,true_distr,0.2,0.531,3.1576791361065717
7,15,0.00025,30,true_distr,0.30000000000000004,0.531,3.1576791361065717
7,15,0.00025,30,true_distr,0.4,0.531,3.1576791361065717
7,15,0.00025,30,true_distr,0.5,0.531,3.1576791361065717
7,15,0.00025,30,true_distr,0.6,0.531,3.1576791361065717
7,15,0.00025,30,true_distr,0.7000000000000001,0.531,3.1576791361065717
7,15,0.00025,30,true_distr,0.8,0.531,3.1576791361065717
7,15,0.00025,30,true_distr,0.9,0.531,3.1576791361065717
7,15,0.00025,31,mixed_model,0.1,,
7,15,0.00025,31,mixed_model,0.2,,
7,15,0.00025,31,mixed_model,0.30000000000000004,,
7,15,0.00025,31,mixed_model,0.4,,
7,15,0.00025,31,mixed_model,0.5,,
7,15,0.00025,31,mixed_model,0.6,,
7,15,0.00025,31,mixed_model,0.7000000000000001,,
7,15,0.00025,31,mixed_model,0.8,,
7,15,0.00025,31,mixed_model,0.9,,
7,15,0.00025,31,mixture_model,0.1,,
7,15,0.00025,31,mixture_model,0.2,,
7,15,0.00025,31,mixture_model,0.30000000000000004,,
7,15,0.00025,31,mixture_model,0.4,,
7,15,0.00025,31,mixture_model,0.5,,
7,15,0.00025,31,mixture_model,0.6,,
7,15,0.00025,31,mixture_model,0.7000000000000001,,
7,15,0.00025,31,mixture_model,0.8,,
7,15,0.00025,31,mixture_model,0.9,,
7,15,0.00025,31,true_distr,0.1,0.501,2.6932424489323328
7,15,0.00025,31,true_distr,0.2,0.501,2.6932424489323328
7,15,0.00025,31,true_distr,0.30000000000000004,0.501,2.6932424489323328
7,15,0.00025,31,true_distr,0.4,0.501,2.6932424489323328
7,15,0.00025,31,true_distr,0.5,0.501,2.6932424489323328
7,15,0.00025,31,true_distr,0.6,0.501,2.6932424489323328
7,15,0.00025,31,true_distr,0.7000000000000001,0.501,2.6932424489323328
7,15,0.00025,31,true_distr,0.8,0.501,2.6932424489323328
7,15,0.00025,31,true_distr,0.9,0.501,2.6932424489323328
7,15,0.00025,32,mixed_model,0.1,,
7,15,0.00025,32,mixed_model,0.2,,
7,15,0.00025,32,mixed_model,0.30000000000000004,,
7,15,0.00025,32,mixed_model,0.4,,
7,15,0.00025,32,mixed_model,0.5,,
7,15,0.00025,32,mixed_model,0.6,,
7,15,0.00025,32,mixed_model,0.7000000000000001,,
7,15,0.00025,32,mixed_model,0.8,,
7,15,0.00025,32,mixed_model,0.9,,
7,15,0.00025,32,mixture_model,0.1,,
7,15,0.00025,32,mixture_model,0.2,,
7,15,0.00025,32,mixture_model,0.30000000000000004,,
7,15,0.00025,32,mixture_model,0.4,,
7,15,0.00025,32,mixture_model,0.5,,
7,15,0.00025,32,mixture_model,0.6,,
7,15,0.00025,32,mixture_model,0.7000000000000001,,
7,15,0.00025,32,mixture_model,0.8,,
7,15,0.00025,32,mixture_model,0.9,,
7,15,0.00025,32,true_distr,0.1,0.538,3.571707485081518
7,15,0.00025,32,true_distr,0.2,0.538,3.571707485081518
7,15,0.00025,32,true_distr,0.30000000000000004,0.538,3.571707485081518
7,15,0.00025,32,true_distr,0.4,0.538,3.571707485081518
7,15,0.00025,32,true_distr,0.5,0.538,3.571707485081518
7,15,0.00025,32,true_distr,0.6,0.538,3.571707485081518
7,15,0.00025,32,true_distr,0.7000000000000001,0.538,3.571707485081518
7,15,0.00025,32,true_distr,0.8,0.538,3.571707485081518
7,15,0.00025,32,true_distr,0.9,0.538,3.571707485081518
7,15,0.00025,33,mixed_model,0.1,,
7,15,0.00025,33,mixed_model,0.2,,
7,15,0.00025,33,mixed_model,0.30000000000000004,,
7,15,0.00025,33,mixed_model,0.4,,
7,15,0.00025,33,mixed_model,0.5,,
7,15,0.00025,33,mixed_model,0.6,,
7,15,0.00025,33,mixed_model,0.7000000000000001,,
7,15,0.00025,33,mixed_model,0.8,,
7,15,0.00025,33,mixed_model,0.9,,
7,15,0.00025,33,mixture_model,0.1,,
7,15,0.00025,33,mixture_model,0.2,,
7,15,0.00025,33,mixture_model,0.30000000000000004,,
7,15,0.00025,33,mixture_model,0.4,,
7,15,0.00025,33,mixture_model,0.5,,
7,15,0.00025,33,mixture_model,0.6,,
7,15,0.00025,33,mixture_model,0.7000000000000001,,
7,15,0.00025,33,mixture_model,0.8,,
7,15,0.00025,33,mixture_model,0.9,,
7,15,0.00025,33,true_distr,0.1,0.4825,2.626283033613821
7,15,0.00025,33,true_distr,0.2,0.4825,2.626283033613821
7,15,0.00025,33,true_distr,0.30000000000000004,0.4825,2.626283033613821
7,15,0.00025,33,true_distr,0.4,0.4825,2.626283033613821
7,15,0.00025,33,true_distr,0.5,0.4825,2.626283033613821
7,15,0.00025,33,true_distr,0.6,0.4825,2.626283033613821
7,15,0.00025,33,true_distr,0.7000000000000001,0.4825,2.626283033613821
7,15,0.00025,33,true_distr,0.8,0.4825,2.626283033613821
7,15,0.00025,33,true_distr,0.9,0.4825,2.626283033613821
7,15,0.00025,34,mixed_model,0.1,,
7,15,0.00025,34,mixed_model,0.2,,
7,15,0.00025,34,mixed_model,0.30000000000000004,,
7,15,0.00025,34,mixed_model,0.4,,
7,15,0.00025,34,mixed_model,0.5,,
7,15,0.00025,34,mixed_model,0.6,,
7,15,0.00025,34,mixed_model,0.7000000000000001,,
7,15,0.00025,34,mixed_model,0.8,,
7,15,0.00025,34,mixed_model,0.9,,
7,15,0.00025,34,mixture_model,0.1,,
7,15,0.00025,34,mixture_model,0.2,,
7,15,0.00025,34,mixture_model,0.30000000000000004,,
7,15,0.00025,34,mixture_model,0.4,,
7,15,0.00025,34,mixture_model,0.5,,
7,15,0.00025,34,mixture_model,0.6,,
7,15,0.00025,34,mixture_model,0.7000000000000001,,
7,15,0.00025,34,mixture_model,0.8,,
7,15,0.00025,34,mixture_model,0.9,,
7,15,0.00025,34,true_distr,0.1,0.525,2.8667208463785796
7,15,0.00025,34,true_distr,0.2,0.525,2.8667208463785796
7,15,0.00025,34,true_distr,0.30000000000000004,0.525,2.8667208463785796
7,15,0.00025,34,true_distr,0.4,0.525,2.8667208463785796
7,15,0.00025,34,true_distr,0.5,0.525,2.8667208463785796
7,15,0.00025,34,true_distr,0.6,0.525,2.8667208463785796
7,15,0.00025,34,true_distr,0.7000000000000001,0.525,2.8667208463785796
7,15,0.00025,34,true_distr,0.8,0.525,2.8667208463785796
7,15,0.00025,34,true_distr,0.9,0.525,2.8667208463785796
7,15,0.00025,35,mixed_model,0.1,,
7,15,0.00025,35,mixed_model,0.2,,
7,15,0.00025,35,mixed_model,0.30000000000000004,,
7,15,0.00025,35,mixed_model,0.4,,
7,15,0.00025,35,mixed_model,0.5,,
7,15,0.00025,35,mixed_model,0.6,,
7,15,0.00025,35,mixed_model,0.7000000000000001,,
7,15,0.00025,35,mixed_model,0.8,,
7,15,0.00025,35,mixed_model,0.9,,
7,15,0.00025,35,mixture_model,0.1,,
7,15,0.00025,35,mixture_model,0.2,,
7,15,0.00025,35,mixture_model,0.30000000000000004,,
7,15,0.00025,35,mixture_model,0.4,,
7,15,0.00025,35,mixture_model,0.5,,
7,15,0.00025,35,mixture_model,0.6,,
7,15,0.00025,35,mixture_model,0.7000000000000001,,
7,15,0.00025,35,mixture_model,0.8,,
7,15,0.00025,35,mixture_model,0.9,,
7,15,0.00025,35,true_distr,0.1,0.517,3.5567713528324725
7,15,0.00025,35,true_distr,0.2,0.517,3.5567713528324725
7,15,0.00025,35,true_distr,0.30000000000000004,0.517,3.5567713528324725
7,15,0.00025,35,true_distr,0.4,0.517,3.5567713528324725
7,15,0.00025,35,true_distr,0.5,0.517,3.5567713528324725
7,15,0.00025,35,true_distr,0.6,0.517,3.5567713528324725
7,15,0.00025,35,true_distr,0.7000000000000001,0.517,3.5567713528324725
7,15,0.00025,35,true_distr,0.8,0.517,3.5567713528324725
7,15,0.00025,35,true_distr,0.9,0.517,3.5567713528324725
7,15,0.00025,36,mixed_model,0.1,,
7,15,0.00025,36,mixed_model,0.2,,
7,15,0.00025,36,mixed_model,0.30000000000000004,,
7,15,0.00025,36,mixed_model,0.4,,
7,15,0.00025,36,mixed_model,0.5,,
7,15,0.00025,36,mixed_model,0.6,,
7,15,0.00025,36,mixed_model,0.7000000000000001,,
7,15,0.00025,36,mixed_model,0.8,,
7,15,0.00025,36,mixed_model,0.9,,
7,15,0.00025,36,mixture_model,0.1,,
7,15,0.00025,36,mixture_model,0.2,,
7,15,0.00025,36,mixture_model,0.30000000000000004,,
7,15,0.00025,36,mixture_model,0.4,,
7,15,0.00025,36,mixture_model,0.5,,
7,15,0.00025,36,mixture_model,0.6,,
7,15,0.00025,36,mixture_model,0.7000000000000001,,
7,15,0.00025,36,mixture_model,0.8,,
7,15,0.00025,36,mixture_model,0.9,,
7,15,0.00025,36,true_distr,0.1,0.444,2.7309091448512435
7,15,0.00025,36,true_distr,0.2,0.444,2.7309091448512435
7,15,0.00025,36,true_distr,0.30000000000000004,0.444,2.7309091448512435
7,15,0.00025,36,true_distr,0.4,0.444,2.7309091448512435
7,15,0.00025,36,true_distr,0.5,0.444,2.7309091448512435
7,15,0.00025,36,true_distr,0.6,0.444,2.7309091448512435
7,15,0.00025,36,true_distr,0.7000000000000001,0.444,2.7309091448512435
7,15,0.00025,36,true_distr,0.8,0.444,2.7309091448512435
7,15,0.00025,36,true_distr,0.9,0.444,2.7309091448512435
7,15,0.00025,37,mixed_model,0.1,,
7,15,0.00025,37,mixed_model,0.2,,
7,15,0.00025,37,mixed_model,0.30000000000000004,,
7,15,0.00025,37,mixed_model,0.4,,
7,15,0.00025,37,mixed_model,0.5,,
7,15,0.00025,37,mixed_model,0.6,,
7,15,0.00025,37,mixed_model,0.7000000000000001,,
7,15,0.00025,37,mixed_model,0.8,,
7,15,0.00025,37,mixed_model,0.9,,
7,15,0.00025,37,mixture_model,0.1,,
7,15,0.00025,37,mixture_model,0.2,,
7,15,0.00025,37,mixture_model,0.30000000000000004,,
7,15,0.00025,37,mixture_model,0.4,,
7,15,0.00025,37,mixture_model,0.5,,
7,15,0.00025,37,mixture_model,0.6,,
7,15,0.00025,37,mixture_model,0.7000000000000001,,
7,15,0.00025,37,mixture_model,0.8,,
7,15,0.00025,37,mixture_model,0.9,,
7,15,0.00025,37,true_distr,0.1,0.4565,3.6785309982870005
7,15,0.00025,37,true_distr,0.2,0.4565,3.6785309982870005
7,15,0.00025,37,true_distr,0.30000000000000004,0.4565,3.6785309982870005
7,15,0.00025,37,true_distr,0.4,0.4565,3.6785309982870005
7,15,0.00025,37,true_distr,0.5,0.4565,3.6785309982870005
7,15,0.00025,37,true_distr,0.6,0.4565,3.6785309982870005
7,15,0.00025,37,true_distr,0.7000000000000001,0.4565,3.6785309982870005
7,15,0.00025,37,true_distr,0.8,0.4565,3.6785309982870005
7,15,0.00025,37,true_distr,0.9,0.4565,3.6785309982870005
7,15,0.00025,38,mixed_model,0.1,,
7,15,0.00025,38,mixed_model,0.2,,
7,15,0.00025,38,mixed_model,0.30000000000000004,,
7,15,0.00025,38,mixed_model,0.4,,
7,15,0.00025,38,mixed_model,0.5,,
7,15,0.00025,38,mixed_model,0.6,,
7,15,0.00025,38,mixed_model,0.7000000000000001,,
7,15,0.00025,38,mixed_model,0.8,,
7,15,0.00025,38,mixed_model,0.9,,
7,15,0.00025,38,mixture_model,0.1,,
7,15,0.00025,38,mixture_model,0.2,,
7,15,0.00025,38,mixture_model,0.30000000000000004,,
7,15,0.00025,38,mixture_model,0.4,,
7,15,0.00025,38,mixture_model,0.5,,
7,15,0.00025,38,mixture_model,0.6,,
7,15,0.00025,38,mixture_model,0.7000000000000001,,
7,15,0.00025,38,mixture_model,0.8,,
7,15,0.00025,38,mixture_model,0.9,,
7,15,0.00025,38,true_distr,0.1,0.5395,3.033240448583797
7,15,0.00025,38,true_distr,0.2,0.5395,3.033240448583797
7,15,0.00025,38,true_distr,0.30000000000000004,0.5395,3.033240448583797
7,15,0.00025,38,true_distr,0.4,0.5395,3.033240448583797
7,15,0.00025,38,true_distr,0.5,0.5395,3.033240448583797
7,15,0.00025,38,true_distr,0.6,0.5395,3.033240448583797
7,15,0.00025,38,true_distr,0.7000000000000001,0.5395,3.033240448583797
7,15,0.00025,38,true_distr,0.8,0.5395,3.033240448583797
7,15,0.00025,38,true_distr,0.9,0.5395,3.033240448583797
7,15,0.00025,39,mixed_model,0.1,,
7,15,0.00025,39,mixed_model,0.2,,
7,15,0.00025,39,mixed_model,0.30000000000000004,,
7,15,0.00025,39,mixed_model,0.4,,
7,15,0.00025,39,mixed_model,0.5,,
7,15,0.00025,39,mixed_model,0.6,,
7,15,0.00025,39,mixed_model,0.7000000000000001,,
7,15,0.00025,39,mixed_model,0.8,,
7,15,0.00025,39,mixed_model,0.9,,
7,15,0.00025,39,mixture_model,0.1,,
7,15,0.00025,39,mixture_model,0.2,,
7,15,0.00025,39,mixture_model,0.30000000000000004,,
7,15,0.00025,39,mixture_model,0.4,,
7,15,0.00025,39,mixture_model,0.5,,
7,15,0.00025,39,mixture_model,0.6,,
7,15,0.00025,39,mixture_model,0.7000000000000001,,
7,15,0.00025,39,mixture_model,0.8,,
7,15,0.00025,39,mixture_model,0.9,,
7,15,0.00025,39,true_distr,0.1,0.496,3.3008650324250453
7,15,0.00025,39,true_distr,0.2,0.496,3.3008650324250453
7,15,0.00025,39,true_distr,0.30000000000000004,0.496,3.3008650324250453
7,15,0.00025,39,true_distr,0.4,0.496,3.3008650324250453
7,15,0.00025,39,true_distr,0.5,0.496,3.3008650324250453
7,15,0.00025,39,true_distr,0.6,0.496,3.3008650324250453
7,15,0.00025,39,true_distr,0.7000000000000001,0.496,3.3008650324250453
7,15,0.00025,39,true_distr,0.8,0.496,3.3008650324250453
7,15,0.00025,39,true_distr,0.9,0.496,3.3008650324250453
7,15,0.00025,40,mixed_model,0.1,,
7,15,0.00025,40,mixed_model,0.2,,
7,15,0.00025,40,mixed_model,0.30000000000000004,,
7,15,0.00025,40,mixed_model,0.4,,
7,15,0.00025,40,mixed_model,0.5,,
7,15,0.00025,40,mixed_model,0.6,,
7,15,0.00025,40,mixed_model,0.7000000000000001,,
7,15,0.00025,40,mixed_model,0.8,,
7,15,0.00025,40,mixed_model,0.9,,
7,15,0.00025,40,mixture_model,0.1,,
7,15,0.00025,40,mixture_model,0.2,,
7,15,0.00025,40,mixture_model,0.30000000000000004,,
7,15,0.00025,40,mixture_model,0.4,,
7,15,0.00025,40,mixture_model,0.5,,
7,15,0.00025,40,mixture_model,0.6,,
7,15,0.00025,40,mixture_model,0.7000000000000001,,
7,15,0.00025,40,mixture_model,0.8,,
7,15,0.00025,40,mixture_model,0.9,,
7,15,0.00025,40,true_distr,0.1,0.509,2.4538249066783573
7,15,0.00025,40,true_distr,0.2,0.509,2.4538249066783573
7,15,0.00025,40,true_distr,0.30000000000000004,0.509,2.4538249066783573
7,15,0.00025,40,true_distr,0.4,0.509,2.4538249066783573
7,15,0.00025,40,true_distr,0.5,0.509,2.4538249066783573
7,15,0.00025,40,true_distr,0.6,0.509,2.4538249066783573
7,15,0.00025,40,true_distr,0.7000000000000001,0.509,2.4538249066783573
7,15,0.00025,40,true_distr,0.8,0.509,2.4538249066783573
7,15,0.00025,40,true_distr,0.9,0.509,2.4538249066783573
7,15,0.00025,41,mixed_model,0.1,,
7,15,0.00025,41,mixed_model,0.2,,
7,15,0.00025,41,mixed_model,0.30000000000000004,,
7,15,0.00025,41,mixed_model,0.4,,
7,15,0.00025,41,mixed_model,0.5,,
7,15,0.00025,41,mixed_model,0.6,,
7,15,0.00025,41,mixed_model,0.7000000000000001,,
7,15,0.00025,41,mixed_model,0.8,,
7,15,0.00025,41,mixed_model,0.9,,
7,15,0.00025,41,mixture_model,0.1,,
7,15,0.00025,41,mixture_model,0.2,,
7,15,0.00025,41,mixture_model,0.30000000000000004,,
7,15,0.00025,41,mixture_model,0.4,,
7,15,0.00025,41,mixture_model,0.5,,
7,15,0.00025,41,mixture_model,0.6,,
7,15,0.00025,41,mixture_model,0.7000000000000001,,
7,15,0.00025,41,mixture_model,0.8,,
7,15,0.00025,41,mixture_model,0.9,,
7,15,0.00025,41,true_distr,0.1,0.476,3.060570494096233
7,15,0.00025,41,true_distr,0.2,0.476,3.060570494096233
7,15,0.00025,41,true_distr,0.30000000000000004,0.476,3.060570494096233
7,15,0.00025,41,true_distr,0.4,0.476,3.060570494096233
7,15,0.00025,41,true_distr,0.5,0.476,3.060570494096233
7,15,0.00025,41,true_distr,0.6,0.476,3.060570494096233
7,15,0.00025,41,true_distr,0.7000000000000001,0.476,3.060570494096233
7,15,0.00025,41,true_distr,0.8,0.476,3.060570494096233
7,15,0.00025,41,true_distr,0.9,0.476,3.060570494096233
7,15,0.00025,42,mixed_model,0.1,,
7,15,0.00025,42,mixed_model,0.2,,
7,15,0.00025,42,mixed_model,0.30000000000000004,,
7,15,0.00025,42,mixed_model,0.4,,
7,15,0.00025,42,mixed_model,0.5,,
7,15,0.00025,42,mixed_model,0.6,,
7,15,0.00025,42,mixed_model,0.7000000000000001,,
7,15,0.00025,42,mixed_model,0.8,,
7,15,0.00025,42,mixed_model,0.9,,
7,15,0.00025,42,mixture_model,0.1,,
7,15,0.00025,42,mixture_model,0.2,,
7,15,0.00025,42,mixture_model,0.30000000000000004,,
7,15,0.00025,42,mixture_model,0.4,,
7,15,0.00025,42,mixture_model,0.5,,
7,15,0.00025,42,mixture_model,0.6,,
7,15,0.00025,42,mixture_model,0.7000000000000001,,
7,15,0.00025,42,mixture_model,0.8,,
7,15,0.00025,42,mixture_model,0.9,,
7,15,0.00025,42,true_distr,0.1,0.571,2.969825215764672
7,15,0.00025,42,true_distr,0.2,0.571,2.969825215764672
7,15,0.00025,42,true_distr,0.30000000000000004,0.571,2.969825215764672
7,15,0.00025,42,true_distr,0.4,0.571,2.969825215764672
7,15,0.00025,42,true_distr,0.5,0.571,2.969825215764672
7,15,0.00025,42,true_distr,0.6,0.571,2.969825215764672
7,15,0.00025,42,true_distr,0.7000000000000001,0.571,2.969825215764672
7,15,0.00025,42,true_distr,0.8,0.571,2.969825215764672
7,15,0.00025,42,true_distr,0.9,0.571,2.969825215764672
7,15,0.00025,43,mixed_model,0.1,,
7,15,0.00025,43,mixed_model,0.2,,
7,15,0.00025,43,mixed_model,0.30000000000000004,,
7,15,0.00025,43,mixed_model,0.4,,
7,15,0.00025,43,mixed_model,0.5,,
7,15,0.00025,43,mixed_model,0.6,,
7,15,0.00025,43,mixed_model,0.7000000000000001,,
7,15,0.00025,43,mixed_model,0.8,,
7,15,0.00025,43,mixed_model,0.9,,
7,15,0.00025,43,mixture_model,0.1,,
7,15,0.00025,43,mixture_model,0.2,,
7,15,0.00025,43,mixture_model,0.30000000000000004,,
7,15,0.00025,43,mixture_model,0.4,,
7,15,0.00025,43,mixture_model,0.5,,
7,15,0.00025,43,mixture_model,0.6,,
7,15,0.00025,43,mixture_model,0.7000000000000001,,
7,15,0.00025,43,mixture_model,0.8,,
7,15,0.00025,43,mixture_model,0.9,,
7,15,0.00025,43,true_distr,0.1,0.4685,3.2452535351524694
7,15,0.00025,43,true_distr,0.2,0.4685,3.2452535351524694
7,15,0.00025,43,true_distr,0.30000000000000004,0.4685,3.2452535351524694
7,15,0.00025,43,true_distr,0.4,0.4685,3.2452535351524694
7,15,0.00025,43,true_distr,0.5,0.4685,3.2452535351524694
7,15,0.00025,43,true_distr,0.6,0.4685,3.2452535351524694
7,15,0.00025,43,true_distr,0.7000000000000001,0.4685,3.2452535351524694
7,15,0.00025,43,true_distr,0.8,0.4685,3.2452535351524694
7,15,0.00025,43,true_distr,0.9,0.4685,3.2452535351524694
7,15,0.00025,44,mixed_model,0.1,,
7,15,0.00025,44,mixed_model,0.2,,
7,15,0.00025,44,mixed_model,0.30000000000000004,,
7,15,0.00025,44,mixed_model,0.4,,
7,15,0.00025,44,mixed_model,0.5,,
7,15,0.00025,44,mixed_model,0.6,,
7,15,0.00025,44,mixed_model,0.7000000000000001,,
7,15,0.00025,44,mixed_model,0.8,,
7,15,0.00025,44,mixed_model,0.9,,
7,15,0.00025,44,mixture_model,0.1,,
7,15,0.00025,44,mixture_model,0.2,,
7,15,0.00025,44,mixture_model,0.30000000000000004,,
7,15,0.00025,44,mixture_model,0.4,,
7,15,0.00025,44,mixture_model,0.5,,
7,15,0.00025,44,mixture_model,0.6,,
7,15,0.00025,44,mixture_model,0.7000000000000001,,
7,15,0.00025,44,mixture_model,0.8,,
7,15,0.00025,44,mixture_model,0.9,,
7,15,0.00025,44,true_distr,0.1,0.4695,3.1440717399198594
7,15,0.00025,44,true_distr,0.2,0.4695,3.1440717399198594
7,15,0.00025,44,true_distr,0.30000000000000004,0.4695,3.1440717399198594
7,15,0.00025,44,true_distr,0.4,0.4695,3.1440717399198594
7,15,0.00025,44,true_distr,0.5,0.4695,3.1440717399198594
7,15,0.00025,44,true_distr,0.6,0.4695,3.1440717399198594
7,15,0.00025,44,true_distr,0.7000000000000001,0.4695,3.1440717399198594
7,15,0.00025,44,true_distr,0.8,0.4695,3.1440717399198594
7,15,0.00025,44,true_distr,0.9,0.4695,3.1440717399198594
7,15,0.00025,45,mixed_model,0.1,,
7,15,0.00025,45,mixed_model,0.2,,
7,15,0.00025,45,mixed_model,0.30000000000000004,,
7,15,0.00025,45,mixed_model,0.4,,
7,15,0.00025,45,mixed_model,0.5,,
7,15,0.00025,45,mixed_model,0.6,,
7,15,0.00025,45,mixed_model,0.7000000000000001,,
7,15,0.00025,45,mixed_model,0.8,,
7,15,0.00025,45,mixed_model,0.9,,
7,15,0.00025,45,mixture_model,0.1,,
7,15,0.00025,45,mixture_model,0.2,,
7,15,0.00025,45,mixture_model,0.30000000000000004,,
7,15,0.00025,45,mixture_model,0.4,,
7,15,0.00025,45,mixture_model,0.5,,
7,15,0.00025,45,mixture_model,0.6,,
7,15,0.00025,45,mixture_model,0.7000000000000001,,
7,15,0.00025,45,mixture_model,0.8,,
7,15,0.00025,45,mixture_model,0.9,,
7,15,0.00025,45,true_distr,0.1,0.5205,3.6528184409898823
7,15,0.00025,45,true_distr,0.2,0.5205,3.6528184409898823
7,15,0.00025,45,true_distr,0.30000000000000004,0.5205,3.6528184409898823
7,15,0.00025,45,true_distr,0.4,0.5205,3.6528184409898823
7,15,0.00025,45,true_distr,0.5,0.5205,3.6528184409898823
7,15,0.00025,45,true_distr,0.6,0.5205,3.6528184409898823
7,15,0.00025,45,true_distr,0.7000000000000001,0.5205,3.6528184409898823
7,15,0.00025,45,true_distr,0.8,0.5205,3.6528184409898823
7,15,0.00025,45,true_distr,0.9,0.5205,3.6528184409898823
7,15,0.00025,46,mixed_model,0.1,,
7,15,0.00025,46,mixed_model,0.2,,
7,15,0.00025,46,mixed_model,0.30000000000000004,,
7,15,0.00025,46,mixed_model,0.4,,
7,15,0.00025,46,mixed_model,0.5,,
7,15,0.00025,46,mixed_model,0.6,,
7,15,0.00025,46,mixed_model,0.7000000000000001,,
7,15,0.00025,46,mixed_model,0.8,,
7,15,0.00025,46,mixed_model,0.9,,
7,15,0.00025,46,mixture_model,0.1,,
7,15,0.00025,46,mixture_model,0.2,,
7,15,0.00025,46,mixture_model,0.30000000000000004,,
7,15,0.00025,46,mixture_model,0.4,,
7,15,0.00025,46,mixture_model,0.5,,
7,15,0.00025,46,mixture_model,0.6,,
7,15,0.00025,46,mixture_model,0.7000000000000001,,
7,15,0.00025,46,mixture_model,0.8,,
7,15,0.00025,46,mixture_model,0.9,,
7,15,0.00025,46,true_distr,0.1,0.511,3.781476141825303
7,15,0.00025,46,true_distr,0.2,0.511,3.781476141825303
7,15,0.00025,46,true_distr,0.30000000000000004,0.511,3.781476141825303
7,15,0.00025,46,true_distr,0.4,0.511,3.781476141825303
7,15,0.00025,46,true_distr,0.5,0.511,3.781476141825303
7,15,0.00025,46,true_distr,0.6,0.511,3.781476141825303
7,15,0.00025,46,true_distr,0.7000000000000001,0.511,3.781476141825303
7,15,0.00025,46,true_distr,0.8,0.511,3.781476141825303
7,15,0.00025,46,true_distr,0.9,0.511,3.781476141825303
7,15,0.00025,47,mixed_model,0.1,,
7,15,0.00025,47,mixed_model,0.2,,
7,15,0.00025,47,mixed_model,0.30000000000000004,,
7,15,0.00025,47,mixed_model,0.4,,
7,15,0.00025,47,mixed_model,0.5,,
7,15,0.00025,47,mixed_model,0.6,,
7,15,0.00025,47,mixed_model,0.7000000000000001,,
7,15,0.00025,47,mixed_model,0.8,,
